spot,strike,maturity,rate,dividend,volatility,moneyness,log_moneyness,maturity_bucket_short,maturity_bucket_medium,maturity_bucket_long,is_put,is_american,hurst,eta,rho,price_black_scholes,price_tree,price_monte_carlo,price_lsmc,price_rough_bergomi_mc,price_rough_bergomi_lsmc,early_exercise_premium,case_id,target_method,target_price,target_runtime_seconds,target_std_error,target_minus_low_path_rough_lsmc,tree_vs_rough_target_gap,market_iv,model_iv,iv_error,market_iv_clipped,model_iv_clipped,bid,ask,mid_price,spread,relative_spread
127.39560485559633,103.36391875650942,1.7015000760447885,0.07518653649830713,0.020439155471434857,0.3387529368138664,1.2324958881996093,0.20904129078278155,0.0,0.0,1.0,1.0,1.0,0.25509282572004455,0.5311746948530331,-0.41708878778061964,6.769713428594123,7.303587426205787,6.6089268470746765,7.061518263784088,1.8961815816879657,2.009082596589363,0.5338739976116642,synthetic_00000,rough_bergomi_lsmc_6000x60,2.2148719677601663,0.037721000000601634,0.05783554648926332,0.2057893711708032,-5.088715458445622,0.21862485299284395,0.2182691749604869,0.00035567803235705964,0.0,0.0,2.2046498147984357,2.247184542958691,2.2259171788785634,0.0425347281602555,0.019108854796513527
93.88784397520523,105.9938640621928,1.6444299045690332,0.018381351195078596,0.0108814263348481,0.48071628159200386,0.8857856518950544,-0.1212802855300131,0.0,0.0,1.0,1.0,1.0,0.22318899714710688,2.490071390775946,-0.5088932237720787,29.274369622899705,29.593889785020956,29.183539100984454,29.69209010518122,17.488565316214853,17.797823625677033,0.31952016212125045,synthetic_00001,rough_bergomi_lsmc_6000x60,19.367076698430555,0.04464240000015707,0.16566870452002616,1.569253072753522,-10.2268130865904,0.27124923715625615,0.27008518391555825,0.0011640532406979043,0.0,0.0,19.22120202602844,19.621714538248543,19.42145828213849,0.40051251222010364,0.020622164741792154
135.85979199113825,83.37777284559556,0.657121298441259,0.018197249613007737,0.029415312420450413,0.5516639359820266,1.629448561101918,0.48824165150781895,0.0,1.0,0.0,1.0,1.0,0.06433710056726527,1.8005751676149846,-0.7814206503971393,3.3210879435148115,3.3263194856762763,3.2327086181908227,3.2908931424342107,0.1785196262098293,0.17851962620982953,0.005231542161464819,synthetic_00002,rough_bergomi_lsmc_6000x60,1.4297874809548137,0.03051930000219727,0.04310192669021011,1.251267854744984,-1.8965320047214627,0.4343015574920428,0.43338728896476614,0.0009142685272766626,0.0,0.0,1.4283043802490887,1.4552272618570503,1.4417658210530695,0.026922881607961635,0.018673546851247377
119.73680290593639,96.63229608682438,1.1788467835483436,0.01613963083375379,0.015852045565861894,0.46034797335917577,1.2390971523470016,0.21438301147529473,0.0,1.0,0.0,1.0,1.0,0.4339098089316881,1.519903575901413,-0.7869025324183176,11.452549883585387,11.499214549559946,11.231637294219466,11.127551659677822,0.6796888160578296,0.6796888160578303,0.04666466597455887,synthetic_00003,rough_bergomi_lsmc_6000x60,0.572225513278366,0.032175799999095034,0.05559624568282748,-0.10746330277946425,-10.92698903628158,0.14005615211189826,0.14007093103118606,-1.4778919287805614e-05,0.0,0.0,0.5647796193456405,0.5791740948268522,0.5719768570862463,0.014394475481211755,0.025166185139971955
59.41773478876495,81.6645669544757,1.310527686225019,0.056050429952836954,0.0018029917138681851,0.5816056117746898,0.7275828061622814,-0.318027463510345,0.0,0.0,1.0,1.0,1.0,0.09120107365206352,0.7351799077234895,-0.042975255738885054,27.07348776669742,28.51051861383094,27.1017687672065,28.86124052291938,28.51786021109228,29.954538509412465,1.4370308471335207,synthetic_00004,rough_bergomi_lsmc_6000x60,29.758880232712613,0.04478159999780473,0.19240861982525367,-0.19565827669985225,1.248361618881674,0.6812953355665797,0.6808678609912193,0.0004274745753604092,0.0,0.0,29.419456555608484,30.121387419633926,29.770421987621205,0.7019308640254422,0.023578129470832192
147.5622351636756,99.75963276978075,1.7685431691080196,0.039302581055326566,0.02092000220784302,0.4910025853690886,1.4791778103695592,0.39148639987601536,0.0,0.0,1.0,1.0,1.0,0.06643163732193878,2.724141054188493,-0.4661723163722845,11.346069918944053,11.562634836279807,11.094771755793339,11.082920969880327,0.6889970086035104,0.7241433521009119,0.216564917335754,synthetic_00005,rough_bergomi_lsmc_6000x60,2.5131581545175687,0.03433290000248235,0.07627657705042383,1.789014802416657,-9.049476681762238,0.2738247497279039,0.27427232680942776,-0.00044757708152387554,0.0,0.0,2.47335699932988,2.5256483857734446,2.4995026925516624,0.05229138644356457,0.02092071618861989
126.1139701990353,93.19444849331141,1.30543752534277,0.06420249912992904,0.023706633754508516,0.5334007191309632,1.3532347928223056,0.3024978691090345,0.0,0.0,1.0,1.0,1.0,0.1484266446019754,1.487518100101391,-0.04211502758532992,10.551057250888789,10.856450044820035,10.329064746025251,10.571313326612156,3.3639787277573903,4.308859950817479,0.3053927939312455,synthetic_00006,rough_bergomi_lsmc_6000x60,3.521043688681455,0.03965980000066338,0.0717966909087953,-0.7878162621360238,-7.335406356138579,0.32913561935960556,0.32921293602741014,-7.731666780458335e-05,0.0,0.0,3.4847012310903116,3.5528497784451583,3.518775504767735,0.06814854735484666,0.01936711997185082
128.60643052769538,85.78096755464188,0.9720002462289405,0.056986198931601485,0.01127964341021055,0.1570520355918186,1.4992420136293518,0.40495965614174,0.0,1.0,0.0,1.0,1.0,0.07621217356735298,2.206453995523051,-0.752780810060901,0.008432628323054359,0.008635925545417294,0.008969860722421728,0.015013618526815528,0.0,0.0,0.0002032972223629352,synthetic_00007,rough_bergomi_lsmc_6000x60,0.0,0.02755040000192821,0.0,0.0,-0.008635925545417294,0.15050494464889136,0.0804883124747991,0.07001663217409226,0.0,0.0,0.0,0.010388836498162194,0.005194418249081097,0.010388836498162194,2.0
62.81136326755458,84.13611870890206,0.9048220759625697,0.03335464308297668,0.028622896656105786,0.46620675149689383,0.7465445783739106,-0.2922999472769292,0.0,1.0,0.0,1.0,1.0,0.23204713696470497,0.8734353909203769,-0.4010251031640598,25.238402346689853,25.543337356825273,25.236954083489206,25.769724730920522,24.38241015994838,24.538906167469094,0.30493501013542,synthetic_00008,rough_bergomi_lsmc_6000x60,24.567475089316577,0.04273309999916819,0.1735738108256277,0.028568921847483608,-0.9758622675086954,0.44085309709167164,0.4341099718243816,0.00674312526729004,0.0,0.0,24.44356670389209,24.969989374167227,24.706778039029658,0.5264226702751387,0.021306811816722566
95.03859378955671,103.50578288710848,0.9952936511536423,0.07288565831530751,0.028288595021596048,0.32004434976368434,0.9181959803464629,-0.08534442493039555,0.0,1.0,0.0,1.0,1.0,0.25643512050284495,2.9038740738525814,-0.7130544719836147,13.993926751322462,14.891757442481662,13.871425305087302,14.947831281853386,8.927066137139231,9.771086577385999,0.8978306911592,synthetic_00009,rough_bergomi_lsmc_6000x60,10.479240593805285,0.04562589999841293,0.08363859513560441,0.7081540164192859,-4.412516848676377,0.22441579836050793,0.2244183883650309,-2.590004522962097e-06,0.0,0.0,10.429788303968628,10.528502865943057,10.479145584955843,0.09871456197442896,0.009420096435738651
